Unnamed: 0,Tronc,Unnamed: 2,charpant,Unnamed: 4,1er ss charpante,Unnamed: 6,2ème ss charpante,Unnamed: 8,3ème ss charpante,Unnamed: 10,4ème ss charpante,Unnamed: 12,Rameaux,Unnamed: 14,Unnamed: 15,Fruit 1,Unnamed: 17,Fruit 2,Unnamed: 19,Fruit 3,Unnamed: 21,Fruit 4,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 1,Unnamed: 3,Unnamed: 5,Unnamed: 7,Unnamed: 9,Unnamed: 11,5ème ss charpante,Unnamed: 13,Unnamed: 16,Unnamed: 18,Unnamed: 20,Unnamed: 22,Fruit 5,Fruit 6,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Fruit 7,Fruit 8,Unnamed: 36,Unnamed: 37
,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,Diam,Long,N° ram,Diam,Long,Poids,Diam,Poids,Diam,Poids,Diam,Poids,Diam,Numero SS_ch,Niveau,Num_SC_mere,Point_insert,DIAM,long,long + Point_insert,,,,,,,,,,,,,,,,,,,,,,,
,69,,34,,55,,,,,,,,R2,91,,150,,104,,,,,,,,,,,2,1,34,9,22,,,,,8,64,56,,,,,2,91,55,22,113,,,,
,69,,34,,55,,,,,,,,R3,28,,,,,,,,,,,,,,,3,1,34,9,25,,,,,6,,,,,,,2,113,55,25,138,,,,
,69,,34,,55,,,,,,,,R4,59.5,,120,,,,,,,,,,,,,4,1,34,9,9.5,,,,,8,58,,,,,,2,138,55,9.5,147.5,,,,
,69,,34,,55,,,,,,,,R5,22,,160,,154,,106,,,,,,,,,5,1,34,9,6.5,,,,,10,68,63.5,56.5,,,,2,147.5,55,6.5,154,,,,
,69,,34,,55,,,,,,,,R6,63,,124,,166,,,,,,,,,,,6,1,34,9,12,,,,,7.5,60,66,,,,,2,154,55,12,166,,,,
,69,,34,,55,,,,,,,,R7,75,,92,,58,,,,,,,,,,,7,1,34,9,8,,,,,13,50.5,47.5,,,,,2,166,55,8,174,,,,
,69,,34,,55,,34,,,,,,R8,105,,,,,,,,,,,,,,,8,2,34,9,8,10,,,,13,,,,,,,7,174,34,10,184,,,,
,69,,34,,,,,,,,,,R9,,,,,,,,,,,,,,,,9,0,34,,,,,,,,,,,,,,1,34,34,0,34,,,,
,69,,34,,6.5,,,,,,,,R10,25,,120,,86,,,,,,,,,,,10,1,34,67,4.5,,,,,5,60,55,,,,,10,158,6.5,4.5,162.5,,,,
,69,,34,,,,,,,,,,R11,26,,108,,110,,,,,,,,,,,11,0,34,44,,,,,,6,56.5,60,,,,,1,158,34,44,202,,,,
,69,,34,,57,,32,,,,,,R12,32,,124,,,,,,,,,,,,,12,2,34,44,3,11,,,,4.5,58,,,,,,12,161,32,11,172,,,,
,69,,34,,57,,32,,,,,,R13,89.5,,126,,118,,98,,118,,,,,,,13,2,34,44,3,4,,,,9,59,58,56,56.5,,,12,172,32,4,176,,,,
,69,,34,,57,,32,,,,,,R14,85,,90,,144,,116,,90,,54,,,,,14,2,34,44,3,13,,,,8.5,52,61,59,53,98,,12,176,32,13,189,,,,
,69,,34,,,,,,,,,,R15,,,,,,,,,,,,,,,,15,0,34,44,,,,,,,,,,,,,1,158,0,0,158,,,,
,69,,34,,57,,30,,,,,,R16,61,,210,,188,,,,,,,,,,,16,2,34,44,72,39,,,,10,66,59,,,,,12,233,30,39,272,,,,
,69,,34,,,,,,,,,,R17,110,,142,,156,,132,,,,,,,,,17,0,34,39,,,,,,9,60,70.5,69,,,,1,202,34,39,241,,,,
,69,,34,,,,,,,,,,R18,72,,146,,,,,,,,,,,,,18,0,34,11,,,,,,9,65,,,,,,1,241,34,11,252,,,,
,69,,34,,,,,,,,,,R19,61,,156,,174,,,,,,,,,,,19,0,34,15,,,,,,9,66.5,66,,,,,1,252,34,15,267,,,,
,69,,34,,55,,,,,,,,R20,17,,128,,146,,,,,,,,,,,20,1,34,16,37,,,,,12,62,69,,,,,20,283,55,37,320,,,,
,69,,34,,55,,,,,,,,R21,40,,132,,112,,158,,162,,,,,,,21,1,34,16,2,,,,,7,61,57,69,65.5,,,20,320,55,2,322,,,,
,69,,34,,55,,,,,,,,R22,93,,204,,130,,200,,136,,,,,,,22,1,34,16,17,,,,,12,70.5,62,71.5,56.5,,,20,322,55,17,339,,,,
,69,,34,,,,,,,,,,R23,52,,182,,76,,,,,,,,,,,23,0,34,13,,,,,,5.5,67,49,,,,,1,283,34,13,296,,,,
,69,,37,,38,,,,,,,,R24,27,,126,,,,,,,,,,,,,24,1,34,85,10,,,,,5,62,,,,,,24,119,38,10,129,,,,
,69,,37,,38,,,,,,,,R25,45.5,,,,,,,,,,,,,,,25,1,34,85,18,,,,,6,,,,,,,24,129,38,18,147,,,,
,69,,37,,38,,,,,,,,R26,77,,120,,110,,76,,,,,,,,,26,1,34,85,8,,,,,12.5,58,58,48,,,,24,147,38,8,155,,,,
,69,,37,,38,,,,,,,,R27,59,,82,,,,,,,,,,,,,27,1,34,85,5,,,,,5,48,,,,,,24,155,38,5,160,,,,
,69,,37,,38,,,,,,,,R28,113.5,,132,,102,,156,,144,,,,,,,28,1,34,85,31,,,,,10.5,61.5,55,65,61,,,24,160,38,31,191,,,,
,69,,37,,38,,,,,,,,R29,56,,130,,,,,,,,,,,,,29,1,34,85,31,,,,,8,60.5,,,,,,24,191,38,31,222,,,,
,69,,37,,38,,18,,,,,,R30,27,,114,,104,,,,,,,,,,,30,2,34,85,21,4,,,,5,58.5,52.5,,,,,29,243,18,4,247,,,,
,69,,37,,,,,,,,,,R31,67,,132,,122,,,,,,,,,,,31,0,34,27,,,,,,11.5,63.5,59.5,,,,,1,119,37,27,146,,,,
,69,,37,,55,,,,,,,,R32,45.5,,152,,,,,,,,,,,,,32,1,34,68,36.5,,,,,7,68,,,,,,32,187,55,36.5,223.5,,,,
,69,,37,,15.5,,,,,,,,R33,59,,106,,,,,,,,,,,,,33,1,34,68,,,,,,7,55.5,,,,,,32,223.5,15.5,0,223.5,,,,
,69,,37,,15.5,,,,,,,,R34,90,,190,,134,,,,,,,,,,,34,1,34,68,33,,,,,9,72,63.5,,,,,32,223.5,15.5,33,256.5,,,,
,69,,37,,15.5,,12,,,,,,R35,40,,188,,116,,,,,,,,,,,35,2,34,68,24,11.5,,,,6,69,60.5,,,,,35,280.5,12,11.5,292,,,,
,69,,37,,15.5,,,,,,,,R36,63,,130,,124,,186,,80,,,,,,,36,1,34,68,22,,,,,7,66,60,68,49,,,32,280.5,15.5,22,302.5,,,,
,69,,37,,15.5,,,,,,,,R37,1.5,,86,,,,,,,,,,,,,37,1,34,68,-9,,,,,8,48,,,,,,32,302.5,15.5,-9,293.5,,,,
,69,,37,,15.5,,29,,,,,,R38,41,,152,,166,,,,,,,,,,,38,2,34,68,13,7,,,,11,49,66,,,,,38,306.5,29,7,313.5,,,,
,69,,37,,15.5,,,,,,,,R39,,,154,,,,,,,,,,,,,39,1,34,68,,,,,,,67,,,,,,32,306.5,15.5,0,306.5,,,,
,69,,37,,15.5,,,,,,,,R40,101,,106,,112,,176,,118,,49,,,,,40,1,34,68,-13,,,,,11,56.5,54,68,58,88,,32,306.5,15.5,-13,293.5,,,,
,69,,37,,,,,,,,,,R41,25,,96,,,,,,,,,,,,,41,0,34,5,,,,,,5,52,,,,,,1,187,37,5,192,,,,
,69,,37,,40,,,,,,,,R42,3,,74,,82,,,,,,,,,,,42,1,34,36,19,,,,,6,50,47,,,,,32,228,40,19,247,,,,
,69,,37,,40,,6,,,,,,R43,31,,104,,76,,,,,,,,,,,43,2,34,36,19,2.5,,,,6,46,61,,,,,43,247,6,2.5,249.5,,,,
,69,,37,,40,,38,,,,,,R44,45.5,,146,,98,,118,,,,,,,,,44,2,34,36,48,9,,,,8,65,57,55,,,,43,249.5,38,9,258.5,,,,
,69,,37,,40,,38,,28,,,,R45,4,,166,,,,,,,,,,,,,45,3,34,36,48,14,4,,,6.5,64,,,,,,44,272.5,28,4,276.5,,,,
,69,,37,,40,,38,,28,,14,,R46,57,,164,,132,,124,,112,,,,,,,46,4,34,36,48,14,6,4,,8,62,60,61.5,56,,,45,282.5,14,4,286.5,,,,
,69,,37,,40,,38,,28,,20,,R47,76,,182,,152,,182,,146,,76,,,,,47,4,34,36,48,14,6,4.5,,12,64,66,70,64,200,,45,286.5,20,4.5,291,,,,
,69,,37,,,,,,,,,,R48,32,,130,,,,,,,,,,,,,48,0,34,40,,,,,,5,69,,,,,,1,228,37,40,268,,,,
,69,,37,,15,,,,,,,,R49,53,,106,,,,,,,,,,,,,49,1,34,8.5,7,,,,,7,56,,,,,,32,276.5,15,7,283.5,,,,
,69,,37,,,,,,,,,,R50,34.5,,154,,,,,,,,,,,,,50,0,34,61,,,,,,8.5,62,,,,,,1,276.5,37,61,337.5,,,,
,69,,37,,,,,,,,,,R51,,,106,,,,,,,,,,,,,51,0,34,,,,,,,,53,,,,,,1,337.5,37,0,337.5,,,,
,69,,37,,,,,,,,,,R52,68.5,,104,,106,,,,,,,,,,,52,0,34,20,,,,,,7,64,58,,,,,1,337.5,37,20,357.5,,,,
,69,,37,,53,,,,,,,,R53,62,,140,,134,,142,,124,,,,,,,53,1,34,20,12,,,,,7.5,67,60,63,52,,,32,357.5,53,12,369.5,,,,
,69,,37,,21.5,,,,,,,,R54,66,,,,,,,,,,,,,,,54,1,34,-82,20,,,,,7.5,,,,,,,32,275.5,21.5,20,295.5,,,,
,69,,37,,53.5,,44,,,,,,R55,64,,108,,154,,136,,110,,,,,,,55,2,34,65,13,7,,,,8,64,62,59,58,,,55,353.5,44,7,360.5,,,,
,69,,37,,,,,,,,,,R56,96,,160,,66,,,,,,,,,,,56,0,34,23,,,,,,9,66,47.5,,,,,1,340.5,37,23,363.5,,,,
,69,,28.5,,,,,,,,,,R57,89,,194,,106,,136,,,,,,,,,57,0,34,30,,,,,,10,70.5,56,61,,,,1,34,28.5,30,64,,,,
,69,,28.5,,14.5,,,,,,,,R58,81,,186,,104,,,,,,,,,,,58,1,34,35,4.5,,,,,7.5,70,51,,,,,58,99,14.5,4.5,103.5,,,,
,69,,28.5,,,,,,,,,,R59,77,,168,,108,,92,,,,,,,,,59,0,34,0,,,,,,7,65,57,49,,,,1,99,28.5,0,99,,,,
,69,,28.5,,48.5,,,,,,,,R60,40,,138,,61,,,,,,,,,,,60,1,34,28,66.5,,,,,6,61.5,38,,,,,58,127,48.5,66.5,193.5,,,,
,69,,28.5,,48.5,,17.5,,,,,,R61,62,,160,,108,,100,,,,,,,,,61,2,34,28,18.5,4,,,,5,55,44,56,,,,61,193.5,17.5,4,197.5,,,,
,69,,28.5,,48.5,,,,,,,,R62,80,,146,,182,,,,,,,,,,,62,1,34,28,15,,,,,9.5,60,65,,,,,57,212,48.5,15,227,,,,
,69,,28.5,,48.5,,,,,,,,R63,74,,188,,196,,,,,,,,,,,63,1,34,28,32,,,,,15,57,69,,,,,57,227,48.5,32,259,,,,
,69,,28.5,,48.5,,,,,,,,R64,53.5,,220,,172,,,,,,,,,,,64,1,34,28,14,,,,,9,71.5,69.5,,,,,57,259,48.5,14,273,,,,
,69,,28.5,,48.5,,,,,,,,R65,14.5,,164,,55,,,,,,,,,,,65,1,34,28,11,,,,,6.5,61.5,39,,,,,57,273,48.5,11,284,,,,
,69,,28.5,,48.5,,,,,,,,R66,91,,154,,140,,194,,,,,,,,,66,1,34,28,-7,,,,,9,62,63.5,68,,,,57,284,48.5,-7,277,,,,
,69,,28.5,,48.5,,,,,,,,R67,7,,,,,,,,,,,,,,,67,1,34,28,46,,,,,12,,,,,,,57,277,48.5,46,323,,,,
,69,,28.5,,48.5,,12,,,,,,R68,55,,142,,160,,,,,,,,,,,68,2,34,28,46,7,,,,9,63,67,,,,,68,323,12,7,330,,,,
,69,,28.5,,48.5,,,,,,,,R69,103,,92,,,,,,,,,,,,,69,1,34,28,9,,,,,22,43,,,,,,57,323,48.5,9,332,,,,
,69,,28.5,,48.5,,,,,,,,R70,65,,160,,124,,86,,,,,,,,,70,1,34,28,-55,,,,,15,65,53,40,,,,57,332,48.5,-55,277,,,,
,69,,28.5,,48.5,,,,,,,,R71,129,,192,,184,,192,,116,,,,,,,71,1,34,28,-14,,,,,15,67,67,55,67,,,57,277,48.5,-14,263,,,,
,69,,28.5,,,,,,,,,,R72,,,158,,176,,,,,,,,,,,72,0,34,40,,,,,,,63,66.5,,,,,1,127,28.5,40,167,,,,
,69,,28.5,,,,,,,,,,R73,54,,174,,,,,,,,,,,,,73,0,34,40,,,,,,7.5,62,,,,,,1,167,28.5,40,207,,,,
,69,,28.5,,20,,,,,,,,R74,54,,158,,38,,,,,,,,,,,74,1,34,33,2.5,,,,,5.5,67,41.5,,,,,57,240,20,2.5,242.5,,,,
,69,,28.5,,20,,,,,,,,R75,132,,166,,92,,120,,142,,54,,46,,,75,1,34,33,3,,,,,10,64,52,51,56,116,74,57,242.5,20,3,245.5,,,,
,69,,28.5,,,,,,,,,,R76,120,,164,,,,,,,,,,,,,76,0,34,17,,,,,,13.5,63,,,,,,1,240,28.5,17,257,,,,
,69,,28.5,,,,,,,,,,R77,14,,164,,,,,,,,,,,,,77,0,34,17,,,,,,5,63,,,,,,1,257,28.5,17,274,,,,
,69,,28.5,,,,,,,,,,R78,70,,142,,180,,152,,,,,,,,,78,0,34,0,,,,,,8,69,69,55,,,,1,274,28.5,0,274,,,,
,69,,28.5,,,,,,,,,,R79,70,,156,,68,,,,,,,,,,,79,0,34,20,,,,,,6,56,64.5,,,,,1,274,28.5,20,294,,,,
,69,,28.5,,,,,,,,,,R80,6,,116,,,,,,,,,,,,,80,0,34,23,,,,,,4,59,,,,,,1,294,28.5,23,317,,,,
,69,,28.5,,,,,,,,,,R81,73,,148,,180,,,,,,,,,,,81,0,34,18,,,,,,11.5,65,70,,,,,1,317,28.5,18,335,,,,
,69,,28.5,,15,,,,,,,,R82,96,,142,,210,,120,,,,,,,,,82,1,34,9,3.5,,,,,7,62,63,67,,,,57,326,15,3.5,329.5,,,,
,69,,28.5,,15,,,,,,,,R83,46,,136,,154,,,,,,,,,,,83,1,34,9,17,,,,,7.5,67,64.5,,,,,57,329.5,15,17,346.5,,,,
,69,,28.5,,30,,,,,,,,R84,106,,184,,212,,210,,156,,63.5,,69,,62,84,1,34,9,4,,,,,13.5,59,72.5,72.5,66,150,192,57,326,30,4,330,138,,,
,69,,28.5,,30,,,,,,,,R85,90,,186,,162,,218,,184,,,,,,,85,1,34,9,20,,,,,17,70,66.5,67.5,62.5,,,57,346,30,20,366,,,,
,69,,28.5,,25,,,,,,,,R86,128,,232,,202,,,,,,,,,,,86,1,34,9,8,,,,,15,69,70,,,,,57,326,25,8,334,,,,
,69,,32,,,,,,,,,,R87,13,,146,,234,,202,,186,,71,,,,,87,0,34,85,,,,,,4.5,64,72.5,70.5,70,232,,1,34,32,85,119,,,,
,69,,32,,15,,,,,,,,R88,63,,58,,,,,,,,,,,,,88,1,34,13,5.5,,,,,11,36,,,,,,87,132,15,5.5,137.5,,,,
,69,,32,,,,,,,,,,R89,60,,77,,,,,,,,,,,,,89,0,34,17,,,,,,15,39,,,,,,1,132,32,17,149,,,,
,69,,32,,,,,,,,,,R90,4,,160,,,,,,,,,,,,,90,0,34,3.5,,,,,,5,64,,,,,,1,149,32,3.5,152.5,,,,
,69,,32,,18,,,,,,,,R91,67,,146,,118,,152,,126,,,,,,,91,1,34,25,2.5,,,,,7,63,69,69,55,,,87,177.5,18,2.5,180,,,,
,69,,32,,18,,,,,,,,R92,40,,110,,120,,,,,,,,,,,92,1,34,25,17,,,,,7.5,58,54,,,,,87,180,18,17,197,,,,
,69,,32,,18,,,,,,,,R93,29,,180,,100,,,,,,,,,,,93,1,34,25,41,,,,,5,67,49,,,,,87,197,18,41,238,,,,
,69,,32,,,,,,,,,,R94,43.5,,160,,,,,,,,,,,,,94,0,34,14,,,,,,5.5,67,,,,,,1,177.5,32,14,191.5,,,,
,69,,32,,,,,,,,,,R95,88.5,,114,,102,,86,,,,,,,,,95,0,34,6,,,,,,10,55,54,48,,,,1,191.5,32,6,197.5,,,,
,69,,32,,47,,,,,,,,R96,96,,226,,136,,,,,,,,,,,96,1,34,27,5,,,,,9,69,72,,,,,87,218.5,47,5,223.5,,,,
,69,,32,,,,,,,,,,R97,49,,152,,142,,136,,,,,,,,,97,0,34,23,,,,,,9,73,65,52,,,,1,218.5,32,23,241.5,,,,
,69,,32,,20,,,,,,,,R98,28,,152,,128,,,,,,,,,,,98,1,34,35,20,,,,,8,68,56,,,,,87,276.5,20,20,296.5,,,,
,69,,32,,20,,,,,,,,R99,37,,162,,134,,,,,,,,,,,99,1,34,35,2.5,,,,,7,72,62,,,,,87,296.5,20,2.5,299,,,,
,69,,32,,30,,,,,,,,R100,93,,172,,162,,140,,218,,60,,60,,,100,1,34,6,10.5,,,,,10,62,66,70,70,136,134,87,282.5,30,10.5,293,,,,
,69,,32,,30,,,,,,,,R101,99,,86,,164,,174,,,,,,,,,101,1,34,6,0,,,,,20,42,65,70,,,,87,293,30,0,293,,,,
,69,,32,,42.5,,,,,,,,R102,54,,72,,,,,,,,,,,,,102,1,34,3,16,,,,,6,49,,,,,,87,279.5,42.5,16,295.5,,,,
,69,,32,,42.5,,23,,,,,,R103,92,,132,,150,,132,,154,,,,,,,103,2,34,3,24,6,,,,13.5,64,67,62.5,65,,,103,319.5,23,6,325.5,,,,
,69,,32,,42.5,,,,,,,,R104,82.5,,170,,,,,,,,,,,,,104,1,34,3,0,,,,,9,67,,,,,,87,319.5,42.5,0,319.5,,,,
,69,,32,,42.5,,30,,16,,,,R105,72,,124,,148,,,,,,,,,,,105,3,34,3,0,9,9,,,12,61,62.5,,,,,105,328.5,16,9,337.5,,,,
,69,,32,,42.5,,30,,,,,,R106,118,,190,,,,,,,,,,,,,106,2,34,3,0,-5,,,,18,70.5,,,,,,103,328.5,30,-5,323.5,,,,
,Diam,,Diam,,Diam,,Diam,,Diam,,Diam,,N° ram,Long,,Poids,,Poids,,Poids,,Poids,,Diam,,Diam,,Diam,,Diam,Long,Long,Long,Long,Long,Long,,Diam,Diam,Diam,Diam,Diam,Poids,Poids,Numero SS_ch,Niveau,Num_SC_mere,Point_insert,DIAM,Poids,Poids,long,long + Point_insert
,55.5,,27.3,,,,,,,,,,R1,52,,110,,,,,,,,,,,,,,,51,57,,,,,,6.75,60,,,,,,1,0,1,51,27.3,,,57,108
,55.5,,27.3,,,,,,,,,,R2,61.5,,,,,,,,,,,,,,,,,51,57,,,,,,6.28,,,,,,,2,0,1,108,27.3,,,57,165
,55.5,,27.3,,46.92,,,,,,,,R3,44,,174,,84,,,,,,,,,,,,,51,57,35,,,,,7.63,68,51,,,,,3,1,3,108,46.92,,,35,143
,55.5,,27.3,,46.92,,18.65,,,,,,R4,74.5,,128,,56,,98,,,,,,,,,,,51,57,22,1.5,,,,7.03,62,45,55,,,,4,2,4,165,18.65,,,1.5,166.5
,55.5,,27.3,,46.92,,13.19,,,,,,R5,31.5,,118,,86,,,,,,,,,,,,,51,57,22,14.5,,,,6.96,60,54,,,,,5,2,4,166.5,13.19,,,14.5,181
,55.5,,27.3,,46.92,,,,,,,,R6,55,,168,,,,,,,,,,,,,,,51,57,22,,,,,7.7,68,,,,,,6,1,3,108,46.92,,,22,130
,55.5,,27.3,,46.92,,,,,,,,R7,87,,112,,118,,,,,,,,,,,,,51,57,0,,,,,10.44,63,56,,,,,7,1,3,130,46.92,,,0,130
,55.5,,27.3,,46.92,,,,,,,,R8,180,,130,,162,,242,,214,,60.5,,,,,,,51,57,14,,,,,9.4,60.5,66.5,78,77.5,130,,8,1,3,130,46.92,,,14,144
,55.5,,27.3,,46.92,,,,,,,,R9,,,,,,,,,,,,,,,,,,51,57,14,,,,,,,,,,,,9,1,3,144,46.92,,,14,158
,55.5,,27.3,,46.92,,,,,,,,R10,105,,142,,170,,172,,238,,60.5,,60.5,,,,,51,57,14,,,,,10.69,64,60,63,72,150,148,10,1,3,158,46.92,,,14,172
,55.5,,27.3,,46.92,,17.3,,8.89,,,,R11,61,,260,,128,,156,,130,,,,,,,,,51,57,17,27.5,25.5,,,6.75,79,62,65,59,,,11,3,11,202.5,8.89,,,25.5,228
,55.5,,27.3,,46.92,,17.3,,,,,,R12,60,,128,,134,,,,,,,,,,,,,51,57,17,-24.5,,,,7.99,61,62,,,,,12,2,12,202.5,17.3,,,-24.5,178
,55.5,,27.3,,,,,,,,,,R13,50,,104,,66,,68,,,,,,,,,,,51,71.5,,,,,,5.06,58,46,49,,,,13,0,1,108,27.3,,,71.5,179.5
,55.5,,27.3,,,,,,,,,,R14,39.5,,80,,136,,,,,,,,,,,,,51,8.5,,,,,,6.73,60,45,,,,,14,0,1,179.5,27.3,,,8.5,188
,55.5,,27.3,,,,,,,,,,R15,34,,104,,142,,,,,,,,,,,,,51,26,,,,,,4.64,58,63,,,,,15,0,1,188,27.3,,,26,214
,55.5,,27.3,,,,,,,,,,R16,12,,104,,92,,86,,,,,,,,,,,51,-3,,,,,,5.06,53,55,52,,,,16,0,1,214,27.3,,,-3,211
,55.5,,27.3,,8.21,,,,,,,,R17,32.5,,134,,132,,130,,,,,,,,,,,51,21,35,,,,,8.32,62,63,60.5,,,,17,1,17,232,8.21,,,35,267
,55.5,,27.3,,8.21,,,,,,,,R18,77,,130,,144,,136,,,,,,,,,,,51,21,0,,,,,6.42,62,65,61,,,,18,1,17,267,8.21,,,0,267
,55.5,,27.3,,8.21,,,,,,,,R19,137,,166,,222,,170,,188,,55,,,,,,,51,21,0,,,,,10.82,69,75,68,72,74,,19,1,17,267,8.21,,,0,267
,55.5,,27.3,,8.21,,,,,,,,R20,48,,114,,,,,,,,,,,,,,,51,21,-28.5,,,,,5.42,58,,,,,,20,1,17,267,8.21,,,-28.5,238.5
,55.5,,31.5,,18.5,,,,,,,,R21,60.5,,136,,122,,,,,,,,,,,,,51,42,31.5,,,,,6.21,61,61,,,,,21,1,21,93,18.5,,,31.5,124.5
,55.5,,31.5,,18.5,,15.86,,7.06,,,,R22,43,,146,,14,,,,,,,,,,,,,51,42,10.5,62,13,,,7.1,65,62,,,,,22,3,22,197,7.06,,,13,210
,55.5,,31.5,,18.5,,15.86,,,,,,R23,69.5,,168,,82,,88,,,,,,,,,,,51,42,10.5,-28,,,,6.85,67.5,47,55,,,,23,2,23,197,15.86,,,-28,169
,55.5,,31.5,,18.5,,,,,,,,R24,64,,141,,108,,132,,,,,,,,,,,51,42,19,,,,,8.03,61,58,62,,,,24,1,21,135,18.5,,,19,154
,55.5,,31.5,,18.5,,,,,,,,R25,58,,180,,,,,,,,,,,,,,,51,42,0,,,,,6.87,66,,,,,,25,1,21,154,18.5,,,0,154
,55.5,,31.5,,18.5,,,,,,,,R26,17.5,,136,,,,,,,,,,,,,,,51,42,68,,,,,5.71,64,,,,,,26,1,21,154,18.5,,,68,222
,55.5,,31.5,,18.5,,19.21,,,,,,R27,10.5,,240,,,,,,,,,,,,,,,51,42,-5.5,20.5,,,,5.02,79.5,,,,,,27,2,27,216.5,19.21,,,20.5,237
,55.5,,31.5,,18.5,,19.21,,,,,,R28,41.5,,218,,,,,,,,,,,,,,,51,42,-5.5,5,,,,6.2,74,,,,,,28,2,27,237,19.21,,,5,242
,55.5,,31.5,,18.5,,25.83,,,,,,R29,1.5,,142,,,,,,,,,,,,,,,51,42,-5.5,15.5,,,,5.02,65,,,,,,29,2,29,216.5,25.83,,,15.5,232
,55.5,,31.5,,18.5,,25.83,,,,,,R30,35.5,,160,,172,,,,,,,,,,,,,51,42,-5.5,29,,,,7.04,69.5,62,,,,,30,2,29,232,25.83,,,29,261
,55.5,,31.5,,18.5,,25.83,,,,,,R31,1.5,,188,,,,,,,,,,,,,,,51,42,-5.5,7.5,,,,5.02,73,,,,,,31,2,29,261,25.83,,,7.5,268.5
,55.5,,31.5,,18.5,,25.83,,,,,,R32,102,,178,,,,,,,,,,,,,,,51,42,-5.5,3.5,,,,10.69,70.5,,,,,,32,2,29,268.5,25.83,,,3.5,272
,55.5,,31.5,,18.5,,25.83,,,,,,R33,72.5,,162,,,,,,,,,,,,,,,51,42,-5.5,8,,,,9.37,69,,,,,,33,2,29,272,25.83,,,8,280
,55.5,,31.5,,18.5,,25.83,,,,,,R34,53,,136,,160,,132,,,,,,,,,,,51,42,-5.5,3,,,,6.82,64,62,62.5,,,,34,2,29,280,25.83,,,3,283
,55.5,,31.5,,18.5,,25.83,,,,,,R35,94.5,,126,,120,,230,,,,,,,,,,,51,42,-5.5,9,,,,13.43,66,58,76.5,,,,35,2,29,283,25.83,,,9,292
,55.5,,31.5,,12.28,,,,,,,,R36,46.5,,126,,112,,134,,116,,,,,,,,,51,29,13.5,,,,,5.84,59,57,55,61,,,36,1,21,216.5,12.28,,,13.5,230
,55.5,,31.5,,,,,,,,,,R37,76,,,,,,,,,,,,,,,,,51,8.5,,,,,,7.32,,,,,,,37,0,1,122,31.5,,,8.5,130.5
,55.5,,31.5,,10.75,,,,,,,,R38,2.5,,132,,94,,126,,,,,,,,,,,51,27,7,,,,,6.28,62,52,58,,,,38,1,21,157.5,10.75,,,7,164.5
,55.5,,31.5,,10.75,,,,,,,,R39,24,,,,,,,,,,,,,,,,,51,27,23,,,,,4.93,,,,,,,39,1,21,164.5,10.75,,,23,187.5
,55.5,,31.5,,44.53,,8.77,,,,,,R40,52.5,,154,,122,,,,,,,,,,,,,51,19,4,6.5,,,,7.72,57,62,,,,,40,2,40,202.03,8.77,,,6.5,208.53
,55.5,,31.5,,,,,,,,,,R41,64,,146,,98,,,,,,,,,,,,,51,4.5,,,,,,8.55,54,55.5,,,,,41,0,1,130.5,31.5,,,4.5,135
,55.5,,31.5,,,,,,,,,,R42,30,,92,,56,,,,,,,,,,,,,51,0,,,,,,6.51,56,48,,,,,42,0,1,135,31.5,,,0,135
,55.5,,31.5,,,,,,,,,,R43,37,,48,,,,,,,,,,,,,,,51,0,,,,,,4.64,57,,,,,,43,0,1,135,31.5,,,0,135
,55.5,,31.5,,21.19,,,,,,,,R44,70,,204,,,,,,,,,,,,,,,51,15.5,43,,,,,6.31,73,,,,,,44,1,44,150.5,21.19,,,43,193.5
,55.5,,31.5,,21.19,,,,,,,,R45,62,,134,,148,,,,,,,,,,,,,51,15.5,12.5,,,,,6.96,60.5,64,,,,,45,1,44,193.5,21.19,,,12.5,206
,55.5,,31.5,,21.19,,29.12,,,,,,R46,68.5,,110,,84,,,,,,,,,,,,,51,15.5,23,4,,,,7.4,64,49,,,,,46,2,45,216.5,29.12,,,4,220.5
,55.5,,31.5,,,,,,,,,,R47,75,,132,,132,,122,,120,,,,,,,,,51,22.5,,,,,,8.37,58,61,56,52,,,47,0,1,150.5,31.5,,,22.5,173
,55.5,,31.5,,,,,,,,,,R48,84,,136,,96,,98,,,,,,,,,,,51,7,,,,,,7.8,62,55,54,,,,48,0,1,173,31.5,,,7,180
,55.5,,31.5,,28.56,,,,,,,,R49,68,,164,,,,,,,,,,,,,,,51,7,51,,,,,10.64,65.5,,,,,,49,1,21,180,28.56,,,51,231
,55.5,,31.5,,28.56,,,,,,,,R50,28.5,,142,,148,,,,,,,,,,,,,51,7,5.5,,,,,13.27,62,64,,,,,50,1,21,231,28.56,,,5.5,236.5
,55.5,,27.5,,,,,,,,,,R51,35,,122,,114,,,,,,,,,,,,,51,71.5,,,,,,5.11,60,58,,,,,51,0,1,51,27.5,,,71.5,122.5
,55.5,,27.5,,,,,,,,,,R52,172,,118,,170,,166,,172,,71,,71,,73,,62,51,28,,,,,,18.52,59,68,66,65.5,204,208,52,0,1,122.5,27.5,222,138,28,150.5
